what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217032390
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217037017
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217038264
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217048621
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217050451
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217057135
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217058148
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217069359
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217074339
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217075231
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217076427
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436217095970
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436217110773
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217162225
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217168380
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217169576
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217173231
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436217267279
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436217311968
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217410378
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217412604
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436217416505
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436217424701
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436217425104
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436217427737
