what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436211734138
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436211766745
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1436211773827
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.selectAll",1436211775871
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1436211776679
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436211778334
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436211795852
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436211795869
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436211888440
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436212130700
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436212204463
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436212295611
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436212297670
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436212307573
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436212318337
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436212404878
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436212412780
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436212434386
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436212451102
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436212451689
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436212674346
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436212832784
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436213170895
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436213339123
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436213339848
