what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216628396
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216678304
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216681201
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436216689083
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216742383
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216744199
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216745276
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216745958
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216749327
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216750566
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216754825
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216755926
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436216757880
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216781812
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216785618
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1436216863993
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1436216874788
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436216900216
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216924609
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216941243
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216957807
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436216971971
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436216977016
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436216998303
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436217030158
