what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436207345055
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436207633923
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436207770003
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436207865805
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436207869969
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436208176422
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436208213725
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436208226721
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436208319536
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208334934
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208364730
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436208371244
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436208375364
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436208381633
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436208403498
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208596676
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208823679
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436208828650
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208836581
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208847273
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436208889829
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436208889985
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208946475
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436208985463
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436209059648
