what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436209062187
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1436209073698
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1436209075658
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436209118203
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436209142768
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436209491939
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436209691917
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436210080511
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436210080715
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1436210151051
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1436210155386
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.cut",1436210166450
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1436210170587
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1436210276494
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1436210276566
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210365942
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210366640
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210366852
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210368309
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210368588
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210402953
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.copy",1436210448582
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1436210453702
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210487046
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436210557124
