what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436195599491
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436195739415
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436195856187
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1436195907489
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436195911191
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436195912573
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436196063838
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436196065226
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436196243536
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196248075
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196254345
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196256828
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196259656
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196269262
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196278138
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436196328084
activated,view,org.eclipse.ui.console,3.4.0.v20090513,"org.eclipse.ui.console.ConsoleView",1436196368380
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196442520
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436196448343
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436196578818
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436196585676
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436198085569
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436198117493
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436198434909
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436198436342
