what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436227636385
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436227649230
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436227651427
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436227684318
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436227750571
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436227774114
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436227778302
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436227893520
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436227931995
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436227937866
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228028586
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228047394
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228147881
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228169400
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228177922
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228512365
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228520948
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228526138
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228527108
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228531442
closed,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436228552653
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1436228571523
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1436228572022
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1436228572210
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1436228572499
