what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436191166162
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436191184970
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436191209108
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436191216649
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436191225175
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436191232646
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436191253242
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1436191326109
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191330417
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191335410
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191336493
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191339964
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191345903
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191348017
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191350262
started,bundle,org.eclipse.jst.jsp.ui,1.1.400.v200904292008,"org.eclipse.jst.jsp.ui",1436191357860
started,bundle,org.eclipse.pde.core,3.5.0.v20090602,"org.eclipse.pde.core",1436191358154
started,bundle,org.eclipse.jst.jsp.core,1.2.202.v200905081451,"org.eclipse.jst.jsp.core",1436191358482
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1436191362392
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436191371591
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436191395311
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1436191398477
activated,editor,org.eclipse.jdt.ui,3.5.0.v20090604,"org.eclipse.jdt.ui.CompilationUnitEditor",1436191398869
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.file.save",1436191406681
activated,view,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.ProjectExplorer",1436191408753
